time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
2.620000000000002,-0.08098675744779621,0.7629577961102679,16.898749513812586,0.06403100027725106,6.233087596385905,0.0,0.1706758379091385,0.9861009074874957,4.907188319798158,-0.02039116502870597,-0.06104843658377138,0.0,493.74469884339663,493.47151462819744,491.8613714690884,493.45624561315793
2.640000000000002,-0.07748482521463304,0.7827906652118061,16.996691724877866,0.06362799936776309,6.23186664768901,0.0,0.17951738540717832,0.9971860026663102,4.887032786729687,-0.023496769989406557,-0.06124861040718865,0.0,409.0895265688035,409.0330320939626,408.68530074092115,407.85387570904714
2.660000000000002,-0.07380964041877468,0.802837333429259,17.094119345796916,0.0631900379047945,6.230651614350647,0.0,0.18800109417865857,1.0074808190789823,4.855729305175349,-0.015500028550580022,-0.0657070562755835,0.0,397.4108091282883,396.17953325377357,395.95791661478603,398.1590755588186
2.680000000000002,-0.0699383837584872,0.8231183677089582,17.191383719461953,0.06288008729651651,6.2293642603589525,0.0,0.19912457185008953,1.0206226088909398,4.8707080613283855,-0.015183918652693864,-0.07302650076522033,0.0,443.3959939270621,441.58487562315526,442.77784316846856,442.8559633131361
2.700000000000002,-0.06582910854966367,0.8436764439951565,17.289185117793586,0.06258065413179015,6.227907039655374,0.0,0.2118029490322637,1.0351850197288905,4.909431771834954,-0.018097750606583262,-0.07045383221796614,0.0,464.18758625689765,464.78904793416365,465.1547775129493,464.46974795317885
2.720000000000002,-0.06149584215263773,0.8644876594025932,17.387165502927704,0.062222648786595336,6.2265135174989545,0.0,0.2215236906703302,1.0459365210147744,4.888606741576909,-0.015287175243109056,-0.06487629011794933,0.0,407.27135226724056,408.7611754735382,407.7522890023595,408.5050057075076
2.740000000000002,-0.05695965377093512,0.8855198159223407,17.484835845287485,0.06195044511613812,6.225227243921886,0.0,0.23209514749993115,1.0572791309599852,4.878427494401417,-0.007096957369933399,-0.0696201757175779,0.0,419.50028820082866,418.2590995022955,417.3249424095443,419.46456266354517
2.760000000000002,-0.052220220795231656,0.9067669272935216,17.582120440530453,0.06184158675535212,6.223840593692421,0.0,0.24184815007041502,1.067432006158091,4.850032029895591,0.00103701910078011,-0.073012309231117,0.0,399.9228857683664,398.99045010239,399.39178019329296,401.61169084802697
2.780000000000002,-0.047255444667699285,0.9282458933921002,17.67930653028707,0.061880206583662556,6.222382183349232,0.0,0.25462946268282205,1.0804646036997647,4.868576945766195,-0.004942854860264756,-0.07109614565068172,0.0,445.79886410982635,446.2642840315872,446.8169184418378,445.35177007379394
2.800000000000002,-0.042021247133798297,0.9499963260168877,17.77703802951525,0.061788006493796566,6.2209666476262875,0.0,0.2687902907072766,1.094578658778981,4.904572977051314,-0.008591692302239632,-0.07467027213680429,0.0,463.1250982281245,462.27720270300244,462.3184798430832,461.4551650566018
2.820000000000002,-0.036517048037942486,0.9720123626034937,17.875224765241516,0.06161659626166838,6.219514099392235,0.0,0.2816296188783043,1.1070249998816106,4.914100595575154,-0.0076712425024879505,-0.08370987485858786,0.0,438.59403923369973,436.33111688938607,438.6191985747691,438.8486170233156
2.840000000000002,-0.0307604152676617,0.9942697739933375,17.973486858176216,0.061474125268851765,6.217841905867445,0.0,0.2940336581497742,1.1187161391027658,4.912108697894753,-0.0029906747520976,-0.085711860063623,0.0,427.5593764473233,427.0412692062697,426.29498172609715,427.49345136916713
