time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,-6.917930520997051e-07,-1.0404310559309881e-07,10.00576971968156,6.282974204338556,0.0004983213225582261,0.0,-5.620740037851795e-05,-1.4359986217174074e-05,0.19231048374716286,-0.011695485709788938,0.02117870750765443,0.0,463.6626129580167,465.3231202465807,466.49925238891046,465.5853433753771
0.12000000000000001,-1.9475334442339432e-05,-8.069070384099745e-06,10.020741772637782,6.281834852144634,0.0016726691227395563,0.0,-0.0006974365140421602,-0.00033981265102495404,0.3067332969325458,-0.04047870552087793,0.01614947389443526,0.0,441.54773983640786,441.1326819135184,442.856272941552,440.4827116014596
0.18,-0.00010363261257583966,-6.861803178940459e-05,10.044380575709692,6.280108049859264,0.0024982501314561034,0.0,-0.002209674175247828,-0.0019056502904596744,0.4811683175768387,-0.012098237736579106,0.008491539219014067,0.0,460.24062994910275,459.63410915222767,459.01064624157743,461.2566752944153
0.23999999999999996,-0.00029243483585725494,-0.00025240302183462363,10.077304721250142,6.2796435981476435,0.002696226143356739,0.0,-0.004124514623815726,-0.004282852857361443,0.6162392076103874,-0.0002047423678019182,-0.009905436169972252,0.0,448.59291649303265,447.09674286814266,447.98046493446043,448.9464806006406
0.3,-0.0005916262023232576,-0.0005782610410668791,10.116165849841295,6.2799895217663,0.0029655689285226217,0.0,-0.005841894861468515,-0.006560846078487552,0.6790961639932899,0.015619430176047555,0.02380751634795159,0.0,423.10520895723494,425.99737646794057,425.4879658597914,426.8402882036585
0.36000000000000004,-0.001019649172159443,-0.0010435657134300327,10.162980610761368,6.280986158009908,0.003816106878441694,0.0,-0.008581525307590158,-0.008835573298415169,0.8812614638150665,0.018522614069834957,-0.02468198458639486,0.0,470.6862361904938,466.9190657305038,468.47627610326157,468.70182874339105
0.4200000000000001,-0.0016116935881841808,-0.0016169978219180924,10.21998861696722,6.282241758625954,0.0022965764534683686,0.0,-0.010991548774279644,-0.010150887021353649,1.0188932755422702,0.025346354454307482,-0.026644472959922193,0.0,449.1013698926133,448.9420787881592,449.6710360844343,450.22338725413834
0.48000000000000015,-0.002306690065446522,-0.002237149762572281,10.281183473161256,0.0011558947379946005,0.0007693617188264668,0.0,-0.0120383350214005,-0.010358228283040982,1.0209337530240057,0.04943895753956805,-0.023172567750480263,0.0,404.61330611347967,404.92553284633453,405.55241482544534,407.711030118783
0.5400000000000001,-0.0030395404141422755,-0.002823230635761137,10.345326917935676,0.004471445305014754,6.2825973729418525,0.0,-0.01225064451440164,-0.008857350520957617,1.1170910824628233,0.06490278574837853,-0.021541940618805922,0.0,436.1351385389309,436.27125044256655,436.6340068265214,437.92410734301615
0.6000000000000002,-0.003754712881896444,-0.003229476560003286,10.41882404164294,0.008065626680727966,6.281390119554427,0.0,-0.011439944974213585,-0.0042364005628548525,1.3325843259404258,0.04733731856291333,-0.017420564096713578,0.0,473.8245995320696,474.1413527826006,473.43828305206426,472.08724136308723
0.6600000000000003,-0.00440051570953403,-0.003307067778074261,10.501686476443806,0.010724017536636765,6.280627525305295,0.0,-0.009996653351199503,0.0019289823040695097,1.4293778802867356,0.0374287271158147,-0.004648241249663085,0.0,436.81727935364074,437.8810825021676,438.38563549060086,437.5627439693143
0.7200000000000003,-0.004952813199524704,-0.0029877692013625555,10.588015511471733,0.013470096709255586,6.280414581629454,0.0,-0.008391264524218886,0.008942045274711829,1.448230074148333,0.05867900580290582,-0.0014365405358618972,0.0,411.7582497361807,412.0423223167458,412.0401873062971,413.91574488003306
0.7800000000000004,-0.005386649546648792,-0.002095539181515625,10.682422858474148,0.016513755633585703,6.28069683930342,0.0,-0.006085767949652393,0.021213025303995756,1.698338151128658,0.025851988197397882,0.014791934697826293,0.0,484.12819528545634,485.34754652000044,484.93522727134626,482.46456704250807
0.8400000000000004,-0.005698117299615359,-0.00043486869156323564,10.78971601458708,0.018504967435354125,6.281403037765209,0.0,-0.004388708890435231,0.034342886648059755,1.8778195259859345,0.0448473287834669,0.004912786003292079,0.0,465.32068559944963,464.5466086491959,462.7706499169357,464.26370003611345
0.9000000000000005,-0.0059244382615654565,0.0020326592535374263,10.90611462156096,0.02159772098244872,6.2813561321311795,0.0,-0.003172515495915561,0.04821199923140537,2.001918574914079,0.06237783556905975,-0.015718897735689054,0.0,448.8279833162555,447.15051683957546,447.1611998301626,448.58854454638487
0.9600000000000005,-0.006066919489069165,0.005456958272531604,11.032415122854239,0.02536109156120414,6.2802860198773764,0.0,-0.0014596181904226414,0.06636441162716615,2.2077130334047257,0.063403770633692,-0.022444480323498106,0.0,474.28572148512814,473.76900823168165,472.10276753442207,472.18450891889273
1.0200000000000005,-0.006094239773275825,0.009941061684166324,11.166461727737483,0.029675233087333552,6.279275839376062,0.0,0.0006588212082065021,0.08349222990565353,2.2603926191676553,0.08500376532429929,-0.007485482683196575,0.0,425.8312399467273,427.1089517234937,425.62544528828033,427.47407206402676
1.0800000000000005,-0.005966236487513903,0.015633312910344546,11.306658066058427,0.03587733636848878,6.279110659769874,0.0,0.0036389342109403805,0.10687519429786042,2.4124885057692413,0.12604180301580709,0.005341453355915126,0.0,457.04015001957384,458.0613450635311,456.96897824489906,460.23666328725005
1.1400000000000006,-0.0056594232627551954,0.02287885577320068,11.456077184581112,0.04374657612035193,6.280243878798611,0.0,0.00649728007390115,0.1354819608000498,2.5677781832837963,0.13979281584429584,0.03740810470296225,0.0,458.8860400763846,461.42439504029045,458.79990269801175,459.905385137512
